timestamp,Puzzle Number,Object Number,Failure type,State
1714614393.8599167,4.0,1.0,0.0,1.0
1714614395.1247208,4.0,1.0,0.0,2.0
1714614398.127842,4.0,1.0,0.0,3.0
1714614399.386929,4.0,1.0,0.0,4.0
1714614402.3872576,4.0,1.0,0.0,5.0
1714614407.943385,4.0,1.0,0.0,6.0
1714614411.947942,4.0,1.0,0.0,7.0
1714614413.2079015,4.0,1.0,0.0,8.0
1714614416.2114115,4.0,1.0,0.0,9.0
1714614422.583199,4.0,1.0,0.0,10.0
1714614487.347815,4.0,2.0,0.0,0.0
1714614491.3522658,4.0,2.0,0.0,1.0
1714614492.614903,4.0,2.0,0.0,2.0
1714614495.6197069,4.0,2.0,0.0,3.0
1714614496.8846803,4.0,2.0,0.0,4.0
1714614499.8994071,4.0,2.0,0.0,5.0
1714614505.458013,4.0,2.0,0.0,6.0
1714614509.4613564,4.0,2.0,0.0,7.0
1714614510.724473,4.0,2.0,0.0,8.0
1714614513.7273862,4.0,2.0,0.0,9.0
1714614520.103273,4.0,2.0,0.0,10.0
1714614570.3264246,4.0,3.0,2.0,0.0
1714614574.3273158,4.0,3.0,2.0,1.0
1714614575.5870693,4.0,3.0,2.0,2.0
1714614578.5909653,4.0,3.0,2.0,3.0
1714614579.8461585,4.0,3.0,2.0,4.0
1714614582.851563,4.0,3.0,2.0,5.0
1714614588.4238029,4.0,3.0,2.0,5.099999904632568
1714614592.4286237,4.0,3.0,2.0,5.199999809265137
1714614597.5542877,4.0,3.0,2.0,5.300000190734863
1714614603.1117976,4.0,3.0,2.0,6.0
1714614607.1195211,4.0,3.0,2.0,7.0
1714614608.3789258,4.0,3.0,2.0,8.0
1714614611.3836462,4.0,3.0,2.0,9.0
1714614617.7636657,4.0,3.0,2.0,10.0
1714614628.3749633,4.0,4.0,0.0,0.0
1714614632.3781803,4.0,4.0,0.0,1.0
1714614633.6389086,4.0,4.0,0.0,2.0
1714614636.6395798,4.0,4.0,0.0,3.0
1714614637.9000027,4.0,4.0,0.0,4.0
1714614640.9073772,4.0,4.0,0.0,5.0
1714614646.468616,4.0,4.0,0.0,6.0
1714614650.471729,4.0,4.0,0.0,7.0
1714614651.7348633,4.0,4.0,0.0,8.0
1714614654.737285,4.0,4.0,0.0,9.0
1714614661.1406252,4.0,4.0,0.0,10.0
1714614726.9197192,3.0,4.0,1.0,0.0
1714614730.9232552,3.0,4.0,1.0,1.0
1714614732.1820116,3.0,4.0,1.0,2.0
1714614735.1836908,3.0,4.0,1.0,3.0
1714614736.4390988,3.0,4.0,1.0,4.0
1714614751.4528208,3.0,4.0,1.0,4.099999904632568
1714614756.3513966,3.0,4.0,1.0,5.0
1714614761.923488,3.0,4.0,1.0,6.0
1714614765.9273612,3.0,4.0,1.0,7.0
1714614767.1864154,3.0,4.0,1.0,8.0
1714614770.1881294,3.0,4.0,1.0,9.0
1714614776.5795968,3.0,4.0,1.0,10.0
1714614792.6399872,3.0,2.0,0.0,0.0
1714614796.643506,3.0,2.0,0.0,1.0
1714614797.9017947,3.0,2.0,0.0,2.0
1714614800.9037058,3.0,2.0,0.0,3.0
1714614802.1633275,3.0,2.0,0.0,4.0
1714614805.1742938,3.0,2.0,0.0,5.0
1714614810.731276,3.0,2.0,0.0,6.0
1714614814.737233,3.0,2.0,0.0,7.0
1714614815.998252,3.0,2.0,0.0,8.0
1714614818.9996624,3.0,2.0,0.0,9.0
1714614825.3832827,3.0,2.0,0.0,10.0
1714614838.4733405,3.0,3.0,0.0,0.0
1714614842.4794426,3.0,3.0,0.0,1.0
1714614843.7346435,3.0,3.0,0.0,2.0
1714614846.7402194,3.0,3.0,0.0,3.0
1714614847.999055,3.0,3.0,0.0,4.0
1714614851.0046315,3.0,3.0,0.0,5.0
1714614856.5616083,3.0,3.0,0.0,6.0
1714614860.5641644,3.0,3.0,0.0,7.0
1714614861.8250911,3.0,3.0,0.0,8.0
1714614864.827461,3.0,3.0,0.0,9.0
1714614871.195216,3.0,3.0,0.0,10.0
1714614881.2218235,3.0,1.0,0.0,0.0
1714614885.2239246,3.0,1.0,0.0,1.0
1714614886.4846222,3.0,1.0,0.0,2.0
1714614889.4880307,3.0,1.0,0.0,3.0
1714614890.7507107,3.0,1.0,0.0,4.0
1714614893.7567818,3.0,1.0,0.0,5.0
1714614899.3180933,3.0,1.0,0.0,6.0
1714614903.3198197,3.0,1.0,0.0,7.0
1714614904.5793207,3.0,1.0,0.0,8.0
1714614907.5827131,3.0,1.0,0.0,9.0
1714614913.9872677,3.0,1.0,0.0,10.0
1714614966.298716,1.0,1.0,0.0,0.0
1714614970.299939,1.0,1.0,0.0,1.0
1714614971.563793,1.0,1.0,0.0,2.0
1714614974.5673401,1.0,1.0,0.0,3.0
1714614975.8282342,1.0,1.0,0.0,4.0
1714614978.8342485,1.0,1.0,0.0,5.0
1714614984.3920867,1.0,1.0,0.0,6.0
1714614988.3956938,1.0,1.0,0.0,7.0
1714614989.6593244,1.0,1.0,0.0,8.0
1714614992.6638126,1.0,1.0,0.0,9.0
1714614999.0312264,1.0,1.0,0.0,10.0
1714615086.6125367,1.0,4.0,0.0,0.0
1714615090.616055,1.0,4.0,0.0,1.0
1714615091.8784142,1.0,4.0,0.0,2.0
1714615094.8796718,1.0,4.0,0.0,3.0
1714615096.1406944,1.0,4.0,0.0,4.0
1714615099.1462975,1.0,4.0,0.0,5.0
1714615104.7030003,1.0,4.0,0.0,6.0
1714615108.7037086,1.0,4.0,0.0,7.0
1714615109.9611583,1.0,4.0,0.0,8.0
1714615112.9635456,1.0,4.0,0.0,9.0
1714615119.3312616,1.0,4.0,0.0,10.0
1714615149.3669379,1.0,2.0,1.0,0.0
1714615153.3706937,1.0,2.0,1.0,1.0
1714615154.630434,1.0,2.0,1.0,2.0
1714615157.631645,1.0,2.0,1.0,3.0
1714615158.8883066,1.0,2.0,1.0,4.0
1714615173.9048283,1.0,2.0,1.0,4.099999904632568
1714615178.8477685,1.0,2.0,1.0,5.0
1714615184.4071558,1.0,2.0,1.0,6.0
1714615188.4077392,1.0,2.0,1.0,7.0
1714615189.666677,1.0,2.0,1.0,8.0
1714615192.6676197,1.0,2.0,1.0,9.0
1714615199.039313,1.0,2.0,1.0,10.0
1714615213.9343414,1.0,3.0,0.0,0.0
1714615217.935833,1.0,3.0,0.0,1.0
1714615219.194274,1.0,3.0,0.0,2.0
1714615222.196053,1.0,3.0,0.0,3.0
1714615223.4549146,1.0,3.0,0.0,4.0
1714615226.4758227,1.0,3.0,0.0,5.0
1714615232.0351338,1.0,3.0,0.0,6.0
1714615236.039806,1.0,3.0,0.0,7.0
1714615237.298721,1.0,3.0,0.0,8.0
1714615240.2996938,1.0,3.0,0.0,9.0
1714615246.6713266,1.0,3.0,0.0,10.0
